Domain_Entropy,Vowel_Ratio,Domain_Length,Outbound_Conn,Packet_Size,Comm_Time,Non_Std_Ports,Protocol_Type,Distinct_IPs,TLS_Validity,DNS_Query_Rate,User_Agent,Exfil_Indicator,Packet_Frequency,Failed_Connection_Attempts,Traffic_Volume,Response_Time,category
2.809946636,0.287913995,6,16,580,Day,No,HTTP,3,Valid Certificates,3,Standard Agents,No,2,2,89.95195149,20.92070463,Benign
2.822858222,0.257250151,7,19,580,Day,No,HTTPS,2,Valid Certificates,2,Standard Agents,No,7,2,116.3689444,34.39500422,Benign
2.663781428,0.290230787,8,18,479,Day,No,HTTP,2,Valid Certificates,4,Standard Agents,No,8,2,57.4874006,20.16186241,Benign
2.793831315,0.256890495,9,12,585,Day,No,HTTPS,3,Valid Certificates,2,Standard Agents,No,3,1,153.1508037,22.83144761,LockBit
2.677289404,0.273925546,5,18,533,Day,No,HTTP,3,Valid Certificates,9,Standard Agents,No,1,2,190.1478051,31.25302424,Benign
2.778323892,0.284108465,9,10,536,Day,No,HTTPS,3,Valid Certificates,2,Standard Agents,No,6,1,152.2563589,35.91515606,BlackCat
2.760927364,0.278378879,5,12,538,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,8,3,68.78727072,44.14643422,Benign
2.876683193,0.261788623,6,12,521,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,6,3,165.9876734,49.93341236,Benign
2.794512689,0.299603698,6,13,598,Day,No,HTTPS,2,Valid Certificates,3,Standard Agents,No,7,2,52.43753572,36.26414544,Benign
2.679194473,0.279729447,5,17,492,Day,No,HTTPS,3,Valid Certificates,4,Standard Agents,No,1,3,70.0901483,33.68341424,Benign
2.808421698,0.264792742,7,14,412,Day,No,HTTPS,2,Valid Certificates,5,Standard Agents,No,4,4,188.330441,43.48672366,Benign
2.966079076,0.296931928,8,18,455,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,4,3,120.5104006,23.19830171,Benign
2.84149147,0.277390785,7,10,572,Day,No,HTTP,3,Valid Certificates,3,Standard Agents,No,2,0,182.3745992,41.60346688,Benign
2.552459505,0.281141136,9,14,537,Day,No,HTTP,3,Valid Certificates,6,Standard Agents,No,2,0,126.5546837,49.11911503,Benign
2.664971647,0.270440126,6,17,487,Day,No,HTTP,3,Valid Certificates,8,Standard Agents,No,9,0,96.49379405,30.82358666,Benign
2.52471199,0.275217636,9,14,517,Day,No,HTTPS,3,Valid Certificates,7,Standard Agents,No,8,1,196.0501688,35.08915575,Benign
2.689926747,0.28081059,9,18,414,Day,No,HTTP,3,Valid Certificates,7,Standard Agents,No,9,3,107.5657426,45.77570587,Benign
2.921381997,0.293261393,6,16,412,Day,No,HTTP,3,Valid Certificates,3,Standard Agents,No,1,0,135.0174853,38.16076978,Benign
2.71053685,0.293556735,6,11,431,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,6,3,117.2970878,25.91432789,Benign
2.710939294,0.295552712,5,12,476,Day,No,HTTP,2,Valid Certificates,6,Standard Agents,No,6,1,74.69413027,28.23255877,Benign
2.843375763,0.279041367,8,10,541,Day,No,HTTPS,3,Valid Certificates,4,Standard Agents,No,5,4,111.8842563,30.94140889,Benign
2.782763636,0.289747048,7,16,472,Day,No,HTTPS,2,Valid Certificates,6,Standard Agents,No,4,3,124.7443846,29.85903807,Benign
2.912823877,0.2971099,5,14,513,Day,No,HTTPS,2,Valid Certificates,2,Standard Agents,No,5,2,172.2307685,25.29564069,Benign
2.953319811,0.255914563,6,16,569,Day,No,HTTP,3,Valid Certificates,4,Standard Agents,No,4,4,195.4553165,49.31069558,Benign
2.951952458,0.277538628,5,19,429,Day,No,HTTP,3,Valid Certificates,8,Standard Agents,No,4,1,183.9901582,28.69742196,Play Ransomware
2.634237935,0.285975709,8,17,530,Day,No,HTTPS,2,Valid Certificates,6,Standard Agents,No,4,2,69.04086871,23.53963103,BlackCat
2.946547342,0.296741979,9,18,407,Day,No,HTTP,3,Valid Certificates,8,Standard Agents,No,2,3,196.0222508,27.11233201,Benign
2.730009325,0.280189385,5,10,499,Day,No,HTTPS,3,Valid Certificates,4,Standard Agents,No,9,0,70.02259058,42.99432938,Benign
2.739131718,0.29635727,9,18,422,Day,No,HTTPS,3,Valid Certificates,1,Standard Agents,No,6,4,106.6724592,38.46961882,Benign
2.815220874,0.273704392,7,14,548,Day,No,HTTP,2,Valid Certificates,2,Standard Agents,No,8,4,187.2463042,45.31530902,Benign
2.614115435,0.26516037,6,16,464,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,7,4,137.1678006,48.97328393,Benign
2.549774748,0.263297047,9,15,599,Day,No,HTTP,2,Valid Certificates,9,Standard Agents,No,4,4,80.27767668,36.32938274,Benign
2.824029902,0.295528393,9,12,400,Day,No,HTTPS,2,Valid Certificates,2,Standard Agents,No,7,0,55.08374783,49.71525243,Benign
2.651167511,0.296962295,7,15,488,Day,No,HTTPS,2,Valid Certificates,2,Standard Agents,No,4,2,97.28087624,25.52493141,Benign
2.956557029,0.26896335,8,19,475,Day,No,HTTPS,2,Valid Certificates,6,Standard Agents,No,7,4,122.5683947,28.70908337,Benign
2.544434627,0.262494736,8,19,505,Day,No,HTTP,3,Valid Certificates,9,Standard Agents,No,1,2,130.0626466,40.80662739,Benign
2.717809213,0.268657651,7,16,423,Day,No,HTTP,3,Valid Certificates,5,Standard Agents,No,6,1,127.3299173,42.01016221,Benign
2.737493888,0.292696391,8,14,472,Day,No,HTTPS,3,Valid Certificates,6,Standard Agents,No,2,0,149.8068594,35.59054943,Benign
2.625425116,0.293134217,6,10,552,Day,No,HTTPS,2,Valid Certificates,7,Standard Agents,No,8,2,79.39987589,42.37980641,Benign
2.605176771,0.289819875,7,19,435,Day,No,HTTP,2,Valid Certificates,3,Standard Agents,No,2,3,121.4660822,20.80960297,Benign
2.683592301,0.251043387,6,14,459,Day,No,HTTPS,2,Valid Certificates,1,Standard Agents,No,2,2,66.32068406,32.23582024,Benign
2.92982959,0.268466636,9,16,455,Day,No,HTTP,2,Valid Certificates,7,Standard Agents,No,9,1,167.8021555,40.87159461,Benign
2.994109667,0.291024087,9,11,416,Day,No,HTTPS,3,Valid Certificates,2,Standard Agents,No,8,2,93.44325156,22.42679694,Benign
2.780981724,0.27472637,9,14,564,Day,No,HTTPS,2,Valid Certificates,6,Standard Agents,No,1,1,120.2083377,41.54920518,Benign
2.827071689,0.267760347,6,11,581,Day,No,HTTP,3,Valid Certificates,6,Standard Agents,No,9,0,103.105823,25.42338786,Benign
2.954966703,0.260049897,9,12,485,Day,No,HTTP,3,Valid Certificates,6,Standard Agents,No,2,1,127.9428896,32.27035208,Benign
2.849352017,0.255663024,5,16,400,Day,No,HTTP,3,Valid Certificates,6,Standard Agents,No,6,2,54.26509574,33.16597971,Benign
2.945464097,0.256082941,6,17,594,Day,No,HTTPS,2,Valid Certificates,1,Standard Agents,No,6,2,109.2491074,36.86765221,Benign
2.854927933,0.278019026,7,19,500,Day,No,HTTPS,2,Valid Certificates,9,Standard Agents,No,7,0,70.19472367,37.67190852,Benign
2.546849077,0.288820295,7,15,419,Day,No,HTTPS,2,Valid Certificates,6,Standard Agents,No,6,1,85.18470162,45.64113747,Benign
2.850668299,0.270586975,7,12,543,Day,No,HTTP,3,Valid Certificates,4,Standard Agents,No,7,1,192.6115426,41.33183902,Benign
2.967428617,0.266349076,6,19,585,Day,No,HTTPS,3,Valid Certificates,2,Standard Agents,No,6,4,143.1065388,20.8431762,Benign
2.986218328,0.263674366,5,18,543,Day,No,HTTPS,2,Valid Certificates,1,Standard Agents,No,9,1,180.2818925,33.70751557,Benign
2.542136894,0.278684027,9,18,454,Day,No,HTTP,2,Valid Certificates,1,Standard Agents,No,5,0,150.1794825,40.28856478,Benign
2.881373052,0.26815779,5,11,568,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,6,1,123.6477448,31.23507044,Rhysida
2.771372318,0.269915935,7,16,561,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,2,3,154.3648138,35.46766829,Benign
2.610354042,0.283723178,5,14,426,Day,No,HTTPS,2,Valid Certificates,3,Standard Agents,No,8,3,157.6809745,44.25260447,Benign
2.958414036,0.252559633,7,11,594,Day,No,HTTP,3,Valid Certificates,4,Standard Agents,No,1,2,124.6339628,40.94528102,Benign
2.965300529,0.279866672,5,19,446,Day,No,HTTPS,3,Valid Certificates,8,Standard Agents,No,2,1,69.23339776,28.90444719,Benign
2.719930642,0.284964885,6,11,532,Day,No,HTTP,3,Valid Certificates,7,Standard Agents,No,4,3,183.3187245,23.95426833,Benign
2.781767755,0.290635851,6,18,526,Day,No,HTTP,3,Valid Certificates,2,Standard Agents,No,9,3,132.4689788,35.58805384,Benign
2.963590672,0.273741014,9,10,564,Day,No,HTTP,3,Valid Certificates,2,Standard Agents,No,9,0,191.7711041,44.69645553,Benign
2.520446727,0.267678877,7,11,411,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,7,3,135.8119844,22.08880145,Benign
2.979475102,0.252532154,6,12,592,Day,No,HTTPS,3,Valid Certificates,8,Standard Agents,No,3,4,156.0984675,26.21208612,Benign
2.821811547,0.29610079,8,14,424,Day,No,HTTP,3,Valid Certificates,9,Standard Agents,No,2,0,142.6782433,22.6205387,Benign
2.627265323,0.297820183,8,13,485,Day,No,HTTPS,3,Valid Certificates,4,Standard Agents,No,8,2,194.2038459,26.19618591,Benign
2.704958414,0.270280801,7,13,419,Day,No,HTTP,3,Valid Certificates,9,Standard Agents,No,8,1,170.7214061,30.14841865,Benign
2.516231965,0.277992626,5,16,485,Day,No,HTTP,2,Valid Certificates,5,Standard Agents,No,4,0,137.6527529,49.67616729,Benign
2.768157737,0.283869271,7,16,494,Day,No,HTTPS,2,Valid Certificates,1,Standard Agents,No,2,0,63.63528182,45.63146043,Benign
2.979632698,0.257688928,8,15,437,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,1,1,169.9074971,45.18941977,Benign
2.523945578,0.26183886,5,12,506,Day,No,HTTP,3,Valid Certificates,1,Standard Agents,No,6,2,90.57873095,33.21713468,Benign
2.518639959,0.294950399,7,14,595,Day,No,HTTP,3,Valid Certificates,6,Standard Agents,No,1,0,118.5883865,34.92583038,Benign
2.520821374,0.293512353,9,16,478,Day,No,HTTPS,3,Valid Certificates,2,Standard Agents,No,7,4,149.1850116,44.34248938,Benign
2.799121758,0.287510808,9,18,576,Day,No,HTTPS,3,Valid Certificates,7,Standard Agents,No,3,4,73.71842268,48.33284111,Benign
2.745745306,0.256987969,5,15,561,Day,No,HTTPS,2,Valid Certificates,5,Standard Agents,No,5,3,145.2792127,31.66630009,Benign
2.918105246,0.259543186,5,19,520,Day,No,HTTPS,3,Valid Certificates,8,Standard Agents,No,6,0,147.9965153,42.17522313,Rhysida
2.668060678,0.280008462,6,19,431,Day,No,HTTP,2,Valid Certificates,3,Standard Agents,No,6,0,146.8636571,36.54063707,Benign
2.811042198,0.261039695,6,14,479,Day,No,HTTP,2,Valid Certificates,4,Standard Agents,No,7,0,198.52076,26.98867746,Benign
2.818333438,0.283152537,6,17,470,Day,No,HTTPS,2,Valid Certificates,7,Standard Agents,No,3,1,198.0248907,27.7393873,Benign
2.82798489,0.259268258,9,16,488,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,1,4,86.47948658,41.47982766,BlackCat
2.990433008,0.26754617,7,17,529,Day,No,HTTP,3,Valid Certificates,4,Standard Agents,No,5,0,181.6946336,48.74897848,Benign
2.63909084,0.293687131,6,16,571,Day,No,HTTPS,2,Valid Certificates,2,Standard Agents,No,3,0,138.6874456,25.51917251,Benign
2.851934708,0.274490805,7,11,430,Day,No,HTTP,2,Valid Certificates,2,Standard Agents,No,6,1,98.16832158,38.88575724,Benign
2.787810461,0.26206324,7,16,452,Day,No,HTTP,3,Valid Certificates,5,Standard Agents,No,8,4,76.67259004,26.4916369,Benign
2.965662402,0.298591438,9,18,575,Day,No,HTTP,3,Valid Certificates,4,Standard Agents,No,2,4,183.1310409,26.45678136,Benign
2.771883822,0.285946667,6,12,446,Day,No,HTTP,2,Valid Certificates,1,Standard Agents,No,3,4,90.89476831,37.30071804,BlackCat
2.701441487,0.273094423,7,12,428,Day,No,HTTPS,3,Valid Certificates,6,Standard Agents,No,1,0,126.6727206,41.40241534,Benign
2.99184935,0.285468515,7,19,402,Day,No,HTTP,3,Valid Certificates,5,Standard Agents,No,2,1,130.1557376,38.12411323,Benign
2.523164657,0.299860322,8,17,571,Day,No,HTTPS,2,Valid Certificates,1,Standard Agents,No,9,0,82.40070474,41.57011831,Benign
2.888352728,0.26065452,9,17,538,Day,No,HTTP,2,Valid Certificates,4,Standard Agents,No,5,4,76.01590305,26.27358559,Benign
2.707429373,0.262566855,7,11,507,Day,No,HTTP,2,Valid Certificates,1,Standard Agents,No,8,2,68.0239478,30.84932014,Benign
2.617526667,0.282891201,5,16,574,Day,No,HTTPS,3,Valid Certificates,7,Standard Agents,No,1,3,109.5271641,45.62819065,Benign
2.968742807,0.269619198,7,16,462,Day,No,HTTP,2,Valid Certificates,3,Standard Agents,No,7,0,142.2976372,43.73094269,Benign
2.611920887,0.29823855,9,16,582,Day,No,HTTP,2,Valid Certificates,4,Standard Agents,No,2,1,80.6413649,35.54708345,Benign
2.991384021,0.260536184,6,18,483,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,6,3,65.52598712,28.32818935,Benign
2.940062387,0.299177347,8,18,412,Day,No,HTTP,3,Valid Certificates,2,Standard Agents,No,2,3,190.2227231,20.88061467,Benign
2.585714379,0.290518631,5,12,424,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,8,4,147.2975251,20.05860194,Benign
2.534085215,0.264819956,8,10,499,Day,No,HTTPS,2,Valid Certificates,1,Standard Agents,No,3,2,74.09072221,27.98027709,Benign
2.858053204,0.253462548,5,11,414,Day,No,HTTP,3,Valid Certificates,2,Standard Agents,No,8,0,54.51058366,41.29229061,Benign
2.831209535,0.272148927,5,12,537,Day,No,HTTP,2,Valid Certificates,6,Standard Agents,No,7,0,86.55703584,28.48173191,Benign
2.81652014,0.277908033,9,13,590,Day,No,HTTP,2,Valid Certificates,8,Standard Agents,No,2,0,88.32534375,27.86191547,Benign
2.96741085,0.290425518,8,11,443,Day,No,HTTPS,3,Valid Certificates,5,Standard Agents,No,9,3,112.3993221,37.40330469,Benign
2.560602556,0.282081183,9,19,592,Day,No,HTTP,2,Valid Certificates,3,Standard Agents,No,5,4,103.8791599,44.4430595,Benign
2.969474283,0.258702405,5,16,441,Day,No,HTTP,3,Valid Certificates,3,Standard Agents,No,5,3,58.11536621,21.86574609,Benign
2.509369089,0.281360995,5,19,486,Day,No,HTTPS,3,Valid Certificates,2,Standard Agents,No,9,3,147.0174755,43.23292741,Benign
2.887780292,0.266642628,5,19,421,Day,No,HTTP,3,Valid Certificates,7,Standard Agents,No,6,1,98.60467916,45.03016457,Benign
2.936806104,0.272764951,6,18,548,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,1,3,126.070492,47.5332247,Benign
2.695814624,0.256562041,5,11,437,Day,No,HTTP,2,Valid Certificates,1,Standard Agents,No,1,0,126.4558492,32.29280603,Benign
2.622026651,0.298365148,8,12,434,Day,No,HTTP,3,Valid Certificates,9,Standard Agents,No,1,1,73.80572436,42.22693152,Benign
2.912815218,0.273698455,7,19,548,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,8,1,185.6637573,41.69754655,Benign
2.768148218,0.292246043,9,14,439,Day,No,HTTP,3,Valid Certificates,7,Standard Agents,No,3,0,142.6316595,25.37202415,Benign
2.988166293,0.289100097,8,17,530,Day,No,HTTP,2,Valid Certificates,7,Standard Agents,No,2,0,146.7737503,33.81838782,Benign
2.591212893,0.277800537,5,19,551,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,1,4,147.711896,47.95783843,Benign
2.85685225,0.278127447,8,12,539,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,7,1,190.5641075,26.61335678,Benign
2.898290456,0.290113586,9,18,436,Day,No,HTTP,3,Valid Certificates,8,Standard Agents,No,3,1,90.34515547,38.53218141,Benign
2.60550602,0.252889043,9,13,513,Day,No,HTTP,3,Valid Certificates,1,Standard Agents,No,4,1,167.8755215,26.30646473,Benign
2.659508667,0.267425725,8,13,435,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,6,3,62.58069903,45.63634046,Benign
2.505234976,0.258273669,8,10,434,Day,No,HTTP,2,Valid Certificates,3,Standard Agents,No,8,1,143.0314511,49.02938479,Benign
2.709808547,0.270193248,6,13,537,Day,No,HTTP,2,Valid Certificates,7,Standard Agents,No,8,4,95.72610976,31.65557451,Benign
2.936391581,0.282760873,5,16,464,Day,No,HTTP,2,Valid Certificates,7,Standard Agents,No,9,0,125.9678173,48.22486123,Benign
2.650480014,0.293819381,8,16,547,Day,No,HTTPS,3,Valid Certificates,2,Standard Agents,No,2,4,144.9051538,36.52108428,Benign
2.54263659,0.29425928,6,10,402,Day,No,HTTPS,2,Valid Certificates,3,Standard Agents,No,3,1,189.0221947,41.6485234,Benign
2.716418063,0.27836865,9,15,473,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,8,4,90.42890839,33.03009363,Benign
2.982707514,0.282669567,7,17,449,Day,No,HTTPS,3,Valid Certificates,6,Standard Agents,No,6,1,185.7588189,39.878284,Benign
2.978328258,0.261348679,9,11,558,Day,No,HTTP,3,Valid Certificates,4,Standard Agents,No,5,4,101.9413924,22.65580316,Benign
2.993702729,0.250607213,7,15,577,Day,No,HTTP,3,Valid Certificates,6,Standard Agents,No,7,2,69.78887622,24.73055292,Benign
2.786050791,0.251774999,8,19,581,Day,No,HTTP,2,Valid Certificates,4,Standard Agents,No,7,3,106.2177101,31.835138,Benign
2.6809457,0.285877082,6,12,571,Day,No,HTTPS,3,Valid Certificates,7,Standard Agents,No,7,2,138.3148092,32.19964937,Benign
2.847719245,0.2749403,8,18,414,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,6,4,175.2720426,26.05550639,Benign
2.661674661,0.254946251,6,15,473,Day,No,HTTP,2,Valid Certificates,4,Standard Agents,No,6,1,86.47802534,32.69522086,Benign
2.679287984,0.266128101,5,14,546,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,8,3,162.2399708,38.26210841,Benign
2.836346225,0.257065143,5,18,432,Day,No,HTTPS,2,Valid Certificates,6,Standard Agents,No,4,3,99.01553646,29.72512802,Benign
2.896083522,0.290735,6,15,484,Day,No,HTTPS,3,Valid Certificates,7,Standard Agents,No,1,2,64.98106205,23.600798,Benign
2.662640626,0.270406865,7,12,408,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,4,4,147.8909596,47.77402985,Benign
2.751191714,0.260623429,8,16,425,Day,No,HTTPS,2,Valid Certificates,1,Standard Agents,No,5,1,180.0675157,31.9662826,Benign
2.991746633,0.262915974,7,18,426,Day,No,HTTP,3,Valid Certificates,3,Standard Agents,No,9,2,141.6573766,27.76250734,Benign
2.905577352,0.263148543,9,17,593,Day,No,HTTP,2,Valid Certificates,6,Standard Agents,No,2,2,180.9040182,45.03584928,Benign
2.989492386,0.271268633,7,11,590,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,4,2,140.3350187,44.31990948,Benign
2.91477824,0.281460665,8,10,416,Day,No,HTTP,2,Valid Certificates,8,Standard Agents,No,9,1,52.46791295,39.64780818,Benign
2.792504109,0.280266684,9,12,452,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,1,2,149.0540999,34.82523521,Benign
2.536411524,0.256455305,7,18,474,Day,No,HTTPS,3,Valid Certificates,6,Standard Agents,No,2,0,157.9871515,44.60363647,Benign
2.878599748,0.27801746,8,11,505,Day,No,HTTP,2,Valid Certificates,3,Standard Agents,No,4,1,181.786773,38.95550442,Benign
2.802842686,0.262622748,9,13,547,Day,No,HTTPS,2,Valid Certificates,5,Standard Agents,No,1,0,188.6251962,35.39350224,Benign
2.854580599,0.251946956,8,16,455,Day,No,HTTPS,3,Valid Certificates,5,Standard Agents,No,3,1,182.3352463,45.29943101,Benign
2.565968557,0.268309692,8,18,599,Day,No,HTTP,2,Valid Certificates,1,Standard Agents,No,2,2,189.6242542,24.51269492,Benign
2.785135609,0.297210307,7,14,511,Day,No,HTTPS,3,Valid Certificates,1,Standard Agents,No,4,2,161.4203168,49.42124902,Benign
2.819975372,0.29128362,9,13,517,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,5,4,185.7097082,41.60756808,Benign
2.883045299,0.250838924,5,10,551,Day,No,HTTP,3,Valid Certificates,7,Standard Agents,No,2,2,130.8382583,44.83985252,Benign
2.587827179,0.258500967,9,17,523,Day,No,HTTP,3,Valid Certificates,2,Standard Agents,No,8,4,142.0933931,48.40035134,Benign
2.973409624,0.29862547,7,12,599,Day,No,HTTP,2,Valid Certificates,7,Standard Agents,No,7,0,73.36432583,41.52715617,Benign
2.921208378,0.284204964,9,16,564,Day,No,HTTP,2,Valid Certificates,5,Standard Agents,No,9,2,165.9256788,29.1659496,Benign
2.848480861,0.252976557,6,15,502,Day,No,HTTPS,2,Valid Certificates,6,Standard Agents,No,4,0,159.0640677,47.29395517,Benign
2.81310096,0.268616612,5,19,518,Day,No,HTTP,3,Valid Certificates,2,Standard Agents,No,3,4,191.3682983,35.30005233,Benign
2.875031386,0.290715244,7,19,477,Day,No,HTTPS,2,Valid Certificates,1,Standard Agents,No,4,2,156.0574679,37.90227555,Benign
2.845578514,0.29421984,8,19,459,Day,No,HTTPS,2,Valid Certificates,2,Standard Agents,No,6,2,75.36579949,33.17388013,Benign
2.798488427,0.277446139,9,12,520,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,6,2,103.9655176,21.32909379,Benign
2.693530044,0.290810388,8,15,594,Day,No,HTTP,3,Valid Certificates,9,Standard Agents,No,8,4,136.6094517,43.05585586,Benign
2.845698834,0.289993127,5,11,538,Day,No,HTTPS,2,Valid Certificates,6,Standard Agents,No,2,2,168.1677321,44.54455476,Benign
2.563345498,0.267150972,5,12,597,Day,No,HTTP,2,Valid Certificates,1,Standard Agents,No,4,3,170.7367445,33.42793582,Rhysida
2.861377489,0.25755767,6,19,582,Day,No,HTTP,3,Valid Certificates,7,Standard Agents,No,3,2,140.0621522,21.51478412,Benign
2.512594783,0.294997852,5,17,536,Day,No,HTTP,2,Valid Certificates,8,Standard Agents,No,3,1,70.80867432,25.24631492,Benign
2.604314024,0.278402598,6,12,452,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,8,0,132.9847367,35.44233207,Benign
2.662598787,0.29398401,6,12,548,Day,No,HTTP,2,Valid Certificates,9,Standard Agents,No,7,3,98.38986459,35.98317775,Benign
2.58765511,0.262779087,8,11,520,Day,No,HTTPS,3,Valid Certificates,5,Standard Agents,No,8,2,137.5175761,41.96669882,Benign
2.770447523,0.290404174,6,10,554,Day,No,HTTPS,2,Valid Certificates,4,Standard Agents,No,2,2,103.3108133,23.07265767,Benign
2.756307531,0.2985598,8,10,514,Day,No,HTTPS,2,Valid Certificates,3,Standard Agents,No,1,4,69.88616353,33.41150516,Benign
2.749970159,0.265547069,9,14,582,Day,No,HTTP,3,Valid Certificates,9,Standard Agents,No,4,2,199.1514755,36.21976778,Benign
2.739408374,0.284070736,8,12,574,Day,No,HTTP,2,Valid Certificates,3,Standard Agents,No,3,1,108.4272075,37.88827905,Benign
2.952952877,0.287683512,8,19,506,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,6,4,196.7699532,30.84212381,Benign
2.52921744,0.251386821,6,11,509,Day,No,HTTP,2,Valid Certificates,1,Standard Agents,No,2,1,128.9972317,23.99924338,Benign
2.720903781,0.263114895,7,13,561,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,7,0,122.0060334,24.96381032,Play Ransomware
2.919117723,0.288709382,9,12,457,Day,No,HTTP,3,Valid Certificates,1,Standard Agents,No,6,0,142.0855124,47.49495775,Benign
2.585475556,0.262360279,5,10,541,Day,No,HTTPS,2,Valid Certificates,2,Standard Agents,No,5,1,72.44754519,33.68161733,Benign
2.973883103,0.258379573,8,15,423,Day,No,HTTP,3,Valid Certificates,4,Standard Agents,No,8,4,147.3380095,49.03976403,Benign
2.682849391,0.282363915,7,18,578,Day,No,HTTPS,3,Valid Certificates,5,Standard Agents,No,4,2,83.65004233,29.34481728,Benign
2.960845676,0.284316156,7,15,574,Day,No,HTTPS,2,Valid Certificates,9,Standard Agents,No,3,0,85.00489791,48.88052866,Benign
2.841763113,0.270311784,5,14,542,Day,No,HTTP,3,Valid Certificates,9,Standard Agents,No,6,0,140.0060859,20.33472847,Benign
2.629297468,0.285849887,5,15,430,Day,No,HTTPS,3,Valid Certificates,6,Standard Agents,No,3,2,187.1685935,29.18416145,Benign
2.993896697,0.26870895,7,11,496,Day,No,HTTP,3,Valid Certificates,3,Standard Agents,No,9,4,101.6430012,46.78925368,Benign
2.702833232,0.258277591,8,19,580,Day,No,HTTPS,2,Valid Certificates,1,Standard Agents,No,5,1,60.86253606,45.65852541,Benign
2.827060401,0.274415937,9,18,514,Day,No,HTTP,2,Valid Certificates,4,Standard Agents,No,2,4,188.8309747,34.82049674,Benign
2.879794669,0.286278162,5,10,469,Day,No,HTTPS,3,Valid Certificates,3,Standard Agents,No,7,1,102.1577346,42.46496705,Benign
2.980033332,0.273608631,8,14,439,Day,No,HTTPS,2,Valid Certificates,8,Standard Agents,No,2,1,59.97176949,37.83926178,Benign
2.707793504,0.275423523,7,11,428,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,2,1,146.3853308,28.73277665,Benign
2.570519677,0.257768449,8,17,576,Day,No,HTTPS,3,Valid Certificates,1,Standard Agents,No,6,0,165.3259868,30.24878921,Benign
2.502635922,0.273924067,9,15,551,Day,No,HTTP,2,Valid Certificates,3,Standard Agents,No,2,4,195.7136564,36.88066759,Rhysida
2.786129809,0.288304193,8,18,413,Day,No,HTTPS,2,Valid Certificates,6,Standard Agents,No,7,1,130.0123561,40.35209766,Benign
2.967019384,0.254527383,8,17,440,Day,No,HTTPS,3,Valid Certificates,5,Standard Agents,No,2,1,86.49779035,40.40358302,Benign
2.522473161,0.265542431,8,11,467,Day,No,HTTP,3,Valid Certificates,6,Standard Agents,No,3,4,125.9624672,23.37999308,Benign
2.672324387,0.283388797,6,14,517,Day,No,HTTPS,2,Valid Certificates,3,Standard Agents,No,8,2,104.7172312,46.77306288,Benign
2.511187717,0.285071297,6,15,533,Day,No,HTTP,2,Valid Certificates,5,Standard Agents,No,1,1,148.2859063,35.70423263,Benign
2.829909116,0.259504398,9,12,540,Day,No,HTTP,2,Valid Certificates,2,Standard Agents,No,7,3,76.36575558,20.72618181,Benign
2.986391524,0.295772439,7,14,450,Day,No,HTTP,3,Valid Certificates,1,Standard Agents,No,9,4,58.33239984,25.44817773,Benign
2.541737283,0.297761256,8,13,501,Day,No,HTTP,2,Valid Certificates,5,Standard Agents,No,6,0,77.53829308,28.38355447,Benign
2.950622924,0.265515908,9,16,400,Day,No,HTTP,3,Valid Certificates,6,Standard Agents,No,7,1,132.7700797,49.20672772,Benign
2.86496746,0.25944444,7,12,594,Day,No,HTTPS,3,Valid Certificates,9,Standard Agents,No,8,0,103.488674,39.09219331,Benign
2.932121339,0.285054454,9,16,578,Day,No,HTTP,2,Valid Certificates,8,Standard Agents,No,9,4,66.94698956,29.14780023,Benign
2.983678126,0.29572598,7,17,462,Day,No,HTTPS,3,Valid Certificates,2,Standard Agents,No,9,0,86.84879585,39.25195524,Benign
2.916688091,0.253258712,8,11,424,Day,No,HTTP,3,Valid Certificates,2,Standard Agents,No,8,4,116.8029418,26.74635978,Benign
